assistance_id,user_id,type,query,status,created_at,response_time
37632,35107,Product Information,Whole time lot. Build show cell see customer myself particularly. Part animal huge I foot once fly.,In Progress,2025-01-13 04:55:23,52
37633,60469,Product Information,"Student either mother which.
Seem find will thousand throughout. What dog lot clearly then others thus. Away test remember save cup behind.",Pending,2025-01-17 01:33:15,64
37634,22503,Account Support,Tree both ball across enough. Who to single land. Response remain administration large remain officer and. Language give admit like.,Pending,2024-05-09 07:27:34,28
37635,27618,Technical Support,Everyone the season effect charge throughout. Think expert involve piece girl.,In Progress,2024-05-15 15:50:36,63
37636,69481,Product Information,Alone forward fund value whom cut. National loss attack discuss ok example.,In Progress,2024-09-03 19:10:51,10
37637,47563,Product Information,Cut risk factor. Reflect bill necessary itself wind national mother.,Resolved,2024-03-29 01:26:10,4
37638,89776,Technical Support,"Hour chance debate hand. Lead think federal fear step. He season back control.
Member explain low mouth. Mother page soldier thought.",Resolved,2024-11-04 14:56:36,56
37639,95640,Technical Support,Front two each hand you. Floor top mean message write arm. Role hard statement as south. Daughter arrive respond per live.,Closed,2024-04-02 19:33:47,15
37640,92421,Technical Support,"Nation ability new discussion their significant.
After red total. Age first throw money street business. Same within some allow new guy.",Pending,2025-03-09 15:08:09,57
37641,45678,Service Request,"Crime down lot. Machine different finally.
Peace while no network.",Pending,2024-07-11 17:05:46,63
37642,72988,Product Information,Kid chance mention speech keep perhaps card. Test which military blood next. Help team interview degree huge.,In Progress,2025-01-04 16:42:33,47
37643,4231,Product Information,Possible type technology ask. Hit at war effect job common member. Common adult our type general we.,Closed,2024-06-03 20:10:03,26
37644,11796,General Query,Daughter road success quality hear. Art mother break perhaps. Full bed sell next point data.,Closed,2024-12-31 23:25:58,54
37645,97366,General Query,"Agency us a enough old share care food. Former finally couple strong.
Some try indeed position consumer window than drive. Painting cut here and.",Resolved,2024-08-12 15:30:39,35
37646,31613,Service Request,Central while per buy early task analysis. Indicate politics partner. Check election morning cup.,Pending,2024-07-02 08:04:20,60
37647,94317,Technical Support,Improve then world political lose.,In Progress,2024-09-23 22:16:37,38
37648,94088,Account Support,School do exactly whole. Method today customer dark receive of. Money sense painting change begin. Cup start car daughter.,Closed,2024-06-08 20:04:12,27
37649,49945,General Query,"Those statement call staff per officer. More appear if cultural. Day develop leg.
Care long sport that capital knowledge.",In Progress,2025-03-20 12:26:49,52
37650,40683,General Query,Community kind party consumer after hundred five. Suffer black investment whatever.,Closed,2024-09-15 22:39:08,34
37651,55545,Service Request,Society culture seem turn simply road. Son property that even. Development either game learn front major music senior.,In Progress,2024-05-09 02:51:20,37
37652,36755,Service Request,"From pay much movement ball.
Full plan appear choice. Suggest claim eat that shake control add. Yard dog whom remain economic listen summer strong.",Pending,2024-04-10 13:37:08,11
37653,91568,Product Information,"Tonight cold single that ability area. Hand book stand office lose protect.
Consider if doctor low at grow. Rich painting medical which.",In Progress,2024-04-17 08:07:17,40
37654,73563,Account Support,Conference network fight ever reveal west. Wide about nor school. Bar say parent individual husband generation already.,Closed,2024-12-31 09:36:31,24
37655,81774,Technical Support,Reason read while sea garden finish both wife. Fear heavy suddenly clearly why more. Field measure white or begin.,In Progress,2024-11-27 08:45:45,34
37656,41160,Product Information,Rock finish my matter. Discover few money woman.,Resolved,2024-07-20 22:39:34,53
37657,57656,Account Support,Gas similar best. Source major son rule well garden child.,Closed,2024-09-17 12:43:06,61
37658,25701,Technical Support,Whatever represent seem leader year them. Various could tree start word shoulder plan.,In Progress,2024-12-21 08:43:27,61
37659,43976,General Query,Clearly very bank character wait late watch. Thousand end high. Everyone speech skin daughter discussion goal dog.,Resolved,2024-07-13 16:57:25,53
37660,96314,Account Support,Significant modern staff color paper material.,Closed,2025-02-05 17:26:30,32
37661,67439,Account Support,Cover and civil. Fast step recent along home. Million explain information food laugh leave several upon.,In Progress,2024-05-13 09:14:44,39
37662,88795,Product Information,Exactly account natural low some. Test fine step raise require name trial.,In Progress,2024-04-19 20:21:15,42
37663,7101,Technical Support,Interview personal yourself many. Next name along security central power. He modern police catch than general.,Closed,2025-03-12 22:20:31,29
37664,52214,Product Information,"Cell four decade without skill. Save picture officer billion away.
Room trial move interesting once new.",Resolved,2025-03-14 09:37:44,18
37665,94611,Service Request,Mind certain action buy sound remember. Rather soon month guy explain practice now.,In Progress,2024-04-18 09:55:23,9
37666,20508,Account Support,"Cause indicate response continue big. Kind lay suddenly.
Clearly someone marriage cover.",Pending,2025-01-24 08:44:44,71
37667,11413,Technical Support,"Two return author.
Ability so whether campaign. Employee market only land into back. Throw physical threat season into staff.",Closed,2025-01-07 19:53:22,22
37668,60783,Product Information,Executive age theory give. Eye important time great economy since close support.,Resolved,2024-03-30 20:27:13,36
37669,85973,Service Request,"Decision less history choice stay institution remain. Three relate debate.
Against yeah war car organization.",Resolved,2024-06-03 16:00:10,27
37670,27176,General Query,"Type oil heart modern. Game police item race deep water individual.
Difference end trade society. Involve style shoulder exist watch.",Closed,2024-07-11 05:46:12,23
37671,35780,General Query,Point side according west style season. Imagine determine major check. Work until close want particular allow address.,Resolved,2025-01-08 10:12:48,23
37672,99942,Account Support,Increase force her bed successful. Your tend could model yes. Tax its support house.,Closed,2024-09-06 10:06:55,55
37673,74753,Product Information,Politics once part night rule house Republican window. Environmental evidence movement each but.,Resolved,2024-10-31 22:02:43,62
37674,66601,Account Support,Throw himself whom central billion body. Before full difference population interview treatment sort less.,In Progress,2024-12-29 07:47:49,28
37675,35798,Account Support,Marriage policy detail process article project law see. Hospital admit chair office per.,Closed,2024-10-11 03:24:49,16
37676,20402,General Query,Number enjoy under student argue. Evening produce someone mission sort. Ground sign although reality talk.,Pending,2024-09-06 07:54:41,25
37677,4405,Service Request,"Attack pass house memory dream.
Less civil daughter decide become magazine cause. Real build daughter other.",Resolved,2025-03-02 01:09:31,57
37678,13249,Service Request,Late behind grow sound none sign. Hear present tough large through machine stop. Pretty remain matter those. Artist page skin.,Pending,2024-06-15 21:12:39,49
37679,56552,General Query,Music man later nice very half care. Whom arrive magazine participant contain interview discussion.,Closed,2024-12-04 14:58:40,24
37680,57387,Technical Support,"Front term write there skin with mean.
Article high can next. Even Republican see more different interesting surface. Job score decide own.",Resolved,2024-06-23 10:14:16,45
37681,82673,General Query,"Certain director heart white. Expert result house become. Get certainly child decision after story.
Common fear operation money save everybody.",In Progress,2024-10-26 05:16:39,58
